,person_id,comp_f_min_score,comp_f_min_decile,comp_f_max_score,comp_f_max_decile,comp_r_min_score,comp_r_min_decile,comp_r_max_score,comp_r_max_decile,comp_v_min_score,comp_v_min_decile,comp_v_max_score,comp_v_max_decile
5916,5917,15,1,15,1,-0.71,4,-0.71,4,-2.68,2,-2.68,2
5917,5918,34,10,34,10,-0.07,7,-0.07,7,-2.11,4,-2.11,4
5920,5921,16,2,16,2,-0.85,3,-0.85,3,-2.76,2,-2.76,2
5921,5922,13,1,13,1,-2.35,1,-2.35,1,-3.94,1,-3.94,1
5922,5923,18,3,18,3,-1.01,2,-1.01,2,-2.36,3,-2.36,3
5924,5925,20,3,20,3,-1.93,1,-1.93,1,-3.76,1,-3.76,1
5925,5926,13,1,13,1,-1.87,1,-1.87,1,-3.37,1,-3.37,1
5926,5927,11,1,11,1,-0.82,3,-0.82,3,-1.8,5,-1.8,5
5927,5928,11,1,11,1,-2.44,1,-2.44,1,-4.0,1,-4.0,1
5928,5929,14,1,14,1,-1.18,2,-1.18,2,-2.45,3,-2.45,3
5929,5930,27,8,27,8,0.06,8,0.06,8,-2.84,2,-2.84,2
5930,5931,13,1,13,1,-0.34,7,-0.34,7,-2.36,3,-2.36,3
5931,5932,30,8,30,8,0.09,8,0.09,8,-2.77,2,-2.77,2
5932,5933,32,9,32,9,-1.24,2,-1.24,2,-3.08,1,-3.08,1
5933,5934,13,1,13,1,-0.82,3,-0.82,3,-2.59,2,-2.59,2
5934,5935,14,1,14,1,-0.56,4,-0.56,4,-2.12,4,-2.12,4
5935,5936,20,3,20,3,-0.21,6,-0.21,6,-1.91,5,-1.91,5
5936,5937,13,1,13,1,-1.33,2,-1.33,2,-2.52,3,-2.52,3
5937,5938,18,3,18,3,-0.94,3,-0.94,3,-2.52,3,-2.52,3
5938,5939,19,3,19,3,-1.78,1,-1.78,1,-3.6,1,-3.6,1
5939,5940,22,5,22,5,-0.41,5,-0.41,5,-2.47,3,-2.47,3
5940,5941,24,5,24,6,1.13,10,1.13,10,0.0,10,0.0,10
5941,5942,15,1,15,1,-0.07,7,-0.07,7,-1.55,6,-1.55,6
5942,5943,15,1,15,1,-1.87,1,-1.87,1,-3.3,1,-3.3,1
5943,5944,17,2,17,2,1.37,10,1.37,10,-0.09,10,-0.09,10
5944,5945,11,1,11,1,-2.95,1,-2.95,1,-4.55,1,-4.55,1
5945,5946,15,1,15,1,-1.17,2,-1.17,2,-2.36,3,-2.36,3
5946,5947,25,6,25,6,-1.59,1,-1.59,1,-3.42,1,-3.42,1
5948,5949,21,4,21,4,0.37,9,0.37,9,-1.56,6,-1.56,6
5949,5950,17,2,17,2,-0.04,7,-0.04,7,-2.18,4,-2.18,4
5950,5951,19,3,19,3,-1.43,2,-1.43,2,-3.02,1,-3.02,1
5952,5953,22,5,22,5,-1.19,2,-1.19,2,-3.16,1,-3.16,1
5953,5954,14,1,14,1,-2.55,1,-2.55,1,-3.87,1,-3.87,1
5954,5955,20,3,20,3,-0.01,6,-0.01,6,-2.04,4,-2.04,4
5955,5956,11,1,11,1,-1.57,1,-1.57,1,-3.12,1,-3.12,1
5956,5957,15,1,15,1,0.33,9,0.33,9,-1.33,7,-1.33,7
5957,5958,15,1,15,1,0.01,7,0.01,7,-1.01,8,-1.01,8
5958,5959,26,7,26,7,-0.44,5,-0.44,5,-2.4,3,-2.4,3
5959,5960,11,1,11,1,-2.57,1,-2.57,1,-4.15,1,-4.15,1
5960,5961,17,2,17,2,-0.95,3,-0.95,3,-2.66,2,-2.66,2
5961,5962,11,1,11,1,-1.34,2,-1.34,2,-2.32,3,-2.32,3
5962,5963,11,1,12,1,-0.77,3,-0.17,6,-1.79,5,-1.63,6
5963,5964,11,1,11,1,-1.22,3,-1.22,3,-2.12,4,-2.12,4
5964,5965,20,4,20,4,-0.03,8,-0.03,8,-1.43,7,-1.43,7
5965,5966,15,1,15,1,-1.25,2,-1.25,2,-2.69,2,-2.69,2
5966,5967,33,9,33,9,0.89,10,0.89,10,-0.65,9,-0.65,9
5967,5968,35,10,35,10,-0.69,4,-0.69,4,-3.44,1,-3.44,1
5968,5969,19,3,19,3,-0.98,3,-0.98,3,-2.63,2,-2.63,2
5969,5970,17,2,17,2,-1.43,1,-1.43,1,-2.98,1,-2.98,1
5970,5971,18,3,18,3,-1.34,2,-1.34,2,-3.57,1,-3.57,1
5971,5972,21,4,21,4,-0.69,5,-0.69,5,-2.58,2,-2.58,2
5972,5973,17,2,17,2,-1.85,1,-1.85,1,-3.03,1,-3.03,1
5973,5974,15,1,15,1,-0.23,6,-0.23,6,-1.32,7,-1.32,7
5974,5975,17,2,17,2,-1.4,1,-1.4,1,-2.65,2,-2.65,2
5975,5976,18,3,18,3,-1.53,1,-1.53,1,-2.8,2,-2.8,2
5976,5977,17,2,17,2,0.83,10,0.83,10,-0.73,9,-0.73,9
5977,5978,31,9,31,9,0.23,8,0.23,8,-2.04,4,-2.04,4
5978,5979,14,1,14,1,-1.01,2,-1.01,2,-3.01,1,-3.01,1
5979,5980,25,7,25,7,-1.03,3,-1.03,3,-2.74,2,-2.74,2
5980,5981,11,1,11,1,-2.04,1,-2.04,1,-3.59,1,-3.59,1
5981,5982,15,1,15,1,-0.69,4,-0.69,4,-2.34,3,-2.34,3
5983,5984,20,3,20,3,-1.03,2,-1.03,2,-2.88,2,-2.88,2
5984,5985,11,1,11,1,-2.49,1,-2.49,1,-4.4,1,-4.4,1
5985,5986,15,1,15,1,-0.89,4,-0.89,4,-1.82,5,-1.82,5
5986,5987,26,7,26,7,-0.17,6,-0.17,6,-1.66,6,-1.66,6
5987,5988,18,3,18,3,-1.27,3,-1.27,3,-2.3,3,-2.3,3
5988,5989,16,2,16,2,-1.77,1,-1.77,1,-3.39,1,-3.39,1
5989,5990,19,3,19,3,0.28,8,0.28,8,-0.81,9,-0.81,9
5990,5991,24,6,24,6,-1.19,2,-1.19,2,-3.79,1,-3.79,1
5991,5992,17,2,17,2,-0.82,3,-0.82,3,-1.9,5,-1.9,5
5992,5993,24,6,24,6,-1.29,2,-1.29,2,-3.67,1,-3.67,1
5993,5994,18,3,18,3,0.0,8,0.0,8,-1.47,7,-1.47,7
5994,5995,26,7,26,7,-0.18,6,-0.18,6,-2.6,2,-2.6,2
5995,5996,34,10,34,10,0.21,8,0.21,8,-0.87,9,-0.87,9
5996,5997,15,1,15,1,-0.13,6,-0.13,6,-2.05,4,-2.05,4
5997,5998,22,5,22,5,-0.54,4,-0.54,4,-2.5,3,-2.5,3
5998,5999,24,6,24,6,-0.4,5,-0.4,5,-1.94,5,-1.94,5
5999,6000,11,1,11,1,-0.72,5,-0.72,5,-1.8,5,-1.8,5
6000,6001,30,8,30,8,0.63,10,0.63,10,-1.35,7,-1.35,7
6001,6002,14,1,14,1,-1.58,2,-1.58,2,-3.17,1,-3.17,1
6002,6003,13,1,13,1,-1.55,2,-1.55,2,-2.9,2,-2.9,2
6003,6004,13,1,13,1,-1.65,1,-1.65,1,-2.96,1,-2.96,1
6004,6005,18,3,18,3,-0.06,7,-0.06,7,-2.13,4,-2.13,4
6005,6006,20,4,20,4,-0.58,6,-0.58,6,-3.07,1,-3.07,1
6006,6007,22,5,22,5,-1.64,1,-1.64,1,-3.04,1,-3.04,1
6007,6008,14,1,14,1,-1.5,2,-1.5,2,-3.26,1,-3.26,1
6008,6009,13,1,13,1,-1.12,2,-1.12,2,-2.88,2,-2.88,2
6009,6010,14,1,14,1,-2.17,1,-2.17,1,-3.55,1,-3.55,1
6010,6011,28,8,28,8,0.01,7,0.01,7,-1.75,5,-1.75,5
6011,6012,23,5,23,5,0.73,10,0.73,10,-2.08,4,-2.08,4
6012,6013,13,1,13,1,-1.16,2,-1.16,2,-2.53,3,-2.53,3
6013,6014,24,6,24,6,0.14,8,0.14,8,-2.2,4,-2.2,4
6014,6015,14,1,14,1,-1.57,2,-1.57,2,-3.76,1,-3.76,1
6015,6016,15,1,15,1,0.44,9,0.44,9,-1.8,5,-1.8,5
6017,6018,11,1,11,1,-1.44,1,-1.44,1,-2.74,2,-2.74,2
6018,6019,22,5,23,5,-1.03,2,-0.87,3,-2.39,3,-2.39,3
6019,6020,17,2,17,2,-0.92,3,-0.92,3,-2.68,2,-2.68,2
6020,6021,24,6,24,6,-0.73,4,-0.73,4,-2.35,3,-2.35,3
6021,6022,30,8,30,8,-0.94,3,-0.94,3,-3.17,1,-3.17,1
6022,6023,14,1,14,1,-2.24,1,-2.24,1,-3.25,1,-3.25,1
6023,6024,12,1,12,1,-1.1,2,-1.1,2,-2.9,2,-2.9,2
6024,6025,11,1,11,1,-1.21,2,-1.21,2,-2.56,2,-2.56,2
6025,6026,12,1,12,1,-2.55,1,-2.55,1,-4.12,1,-4.12,1
6026,6027,29,8,29,8,0.38,9,0.38,9,-1.75,5,-1.75,5
6027,6028,20,4,20,4,0.44,10,0.44,10,-1.84,5,-1.84,5
6028,6029,12,1,16,2,-0.81,3,-0.32,5,-1.92,5,-1.88,5
6029,6030,19,3,19,3,-0.55,4,-0.55,4,-3.17,1,-3.17,1
6030,6031,17,2,17,2,-0.37,5,-0.37,5,-2.46,3,-2.46,3
6031,6032,24,6,24,6,0.24,8,0.24,8,-1.43,7,-1.43,7
6032,6033,13,1,13,1,-0.19,6,-0.19,6,-1.9,5,-1.9,5
6033,6034,18,3,18,3,-0.05,7,-0.05,7,-1.68,6,-1.68,6
6034,6035,11,1,11,1,-2.01,1,-2.01,1,-3.59,1,-3.59,1
6035,6036,13,1,13,1,-0.69,4,-0.69,4,-1.6,6,-1.6,6
6036,6037,22,5,22,5,-2.68,1,-2.68,1,-4.33,1,-4.33,1
6037,6038,30,8,30,8,0.81,10,0.81,10,-2.27,3,-2.27,3
6038,6039,17,2,17,2,-1.3,2,-1.3,2,-3.26,1,-3.26,1
6039,6040,22,5,22,5,0.42,9,0.42,9,-0.57,10,-0.57,10
6040,6041,15,1,15,1,-2.43,1,-2.43,1,-3.94,1,-3.94,1
6041,6042,16,2,30,8,-0.54,4,-0.29,6,-2.14,4,-2.03,4
6042,6043,20,3,20,3,-0.81,3,-0.81,3,-3.12,1,-3.12,1
6043,6044,21,4,21,4,0.14,8,0.14,8,-1.11,8,-1.11,8
6045,6046,24,6,24,6,-0.8,3,-0.8,3,-2.94,2,-2.94,2
6046,6047,26,7,26,7,-0.38,5,-0.38,5,-2.56,2,-2.56,2
6047,6048,18,3,18,3,0.19,8,0.19,8,-1.56,6,-1.56,6
6049,6050,20,4,20,4,-0.93,4,-0.93,4,-2.16,4,-2.16,4
6050,6051,19,3,19,3,-0.07,7,-0.07,7,-1.96,5,-1.96,5
6051,6052,24,6,24,6,0.39,9,0.39,9,-1.5,6,-1.5,6
6052,6053,19,3,19,3,-0.39,5,-0.39,5,-2.36,3,-2.36,3
6053,6054,13,1,13,1,-2.47,1,-2.47,1,-4.01,1,-4.01,1
6054,6055,13,1,13,1,-1.19,3,-1.19,3,-2.2,4,-2.2,4
6055,6056,28,8,28,8,0.13,8,0.13,8,-1.2,8,-1.2,8
6056,6057,14,1,14,1,-2.07,1,-2.07,1,-3.74,1,-3.74,1
6057,6058,13,1,14,1,-1.41,1,-1.39,1,-2.85,2,-2.49,3
6058,6059,26,7,26,7,-0.42,6,-0.42,6,-3.29,1,-3.29,1
6059,6060,17,2,17,2,0.43,9,0.43,9,-0.75,9,-0.75,9
6060,6061,15,1,15,1,-1.49,2,-1.49,2,-2.96,1,-2.96,1
6061,6062,24,6,24,6,-1.32,2,-1.32,2,-2.91,2,-2.91,2
6062,6063,24,6,24,6,-1.04,2,-1.04,2,-3.3,1,-3.3,1
6063,6064,23,6,23,6,-1.39,2,-1.39,2,-2.76,2,-2.76,2
6064,6065,25,6,25,6,-0.23,6,-0.23,6,-3.34,1,-3.34,1
6065,6066,21,4,21,4,-0.38,5,-0.38,5,-3.04,1,-3.04,1
6066,6067,19,3,19,3,0.0,7,0.0,7,-2.15,4,-2.15,4
6067,6068,14,1,14,1,-0.76,3,-0.76,3,-2.35,3,-2.35,3
6068,6069,25,6,25,6,0.2,8,0.2,8,-0.48,10,-0.48,10
6069,6070,13,1,13,1,-1.65,1,-1.65,1,-2.96,1,-2.96,1
6070,6071,29,8,29,8,-0.85,3,-0.85,3,-2.28,3,-2.28,3
6071,6072,20,3,20,3,-1.19,2,-1.19,2,-2.62,2,-2.62,2
6072,6073,17,2,17,2,-0.45,5,-0.45,5,-2.88,2,-2.88,2
6073,6074,17,2,17,2,-1.37,2,-1.37,2,-2.88,2,-2.88,2
6074,6075,21,4,21,4,0.1,8,0.1,8,-1.82,5,-1.82,5
6075,6076,26,7,26,7,-0.48,5,-0.48,5,-2.0,4,-2.0,4
6076,6077,11,1,11,1,-0.68,4,-0.68,4,-1.76,5,-1.76,5
6077,6078,13,1,13,1,-1.35,2,-1.35,2,-2.63,2,-2.63,2
6079,6080,13,1,14,1,-1.02,2,-1.02,2,-2.62,2,-2.29,3
6080,6081,19,3,19,3,-0.76,5,-0.76,5,-2.69,2,-2.69,2
6082,6083,21,4,21,4,-1.03,3,-1.03,3,-2.5,3,-2.5,3
6083,6084,12,1,12,1,-1.03,2,-1.03,2,-2.16,4,-2.16,4
6084,6085,17,2,17,2,-0.74,4,-0.74,4,-2.59,2,-2.59,2
6085,6086,16,2,16,2,-1.15,3,-1.15,3,-2.33,3,-2.33,3
6086,6087,21,4,21,4,-0.82,4,-0.82,4,-3.07,1,-3.07,1
6087,6088,27,7,27,7,-1.6,1,-1.6,1,-2.49,3,-2.49,3
6088,6089,14,1,17,2,-0.46,5,0.25,8,-1.7,6,-0.73,9
6089,6090,13,1,13,1,-2.03,1,-2.03,1,-3.77,1,-3.77,1
6090,6091,13,1,13,1,-1.66,1,-1.66,1,-3.33,1,-3.33,1
6091,6092,17,2,17,2,-1.64,1,-1.64,1,-3.01,1,-3.01,1
6092,6093,13,1,13,1,-0.39,6,-0.39,6,-1.44,7,-1.44,7
6093,6094,27,7,27,7,0.64,10,0.64,10,-1.01,8,-1.01,8
6094,6095,21,4,21,4,0.67,10,0.69,10,-2.04,4,-1.98,4
6095,6096,17,2,17,2,0.47,9,0.67,10,-1.12,8,-0.42,10
6096,6097,19,3,21,4,0.08,7,0.35,9,-1.29,7,-1.01,8
6097,6098,24,6,24,6,-0.46,5,-0.46,5,-1.96,5,-1.96,5
6099,6100,15,1,15,1,-1.89,1,-1.89,1,-3.29,1,-3.29,1
6100,6101,13,1,13,1,-1.29,2,-1.29,2,-2.57,2,-2.57,2
6101,6102,11,1,11,1,-1.24,2,-1.24,2,-2.53,3,-2.53,3
6102,6103,20,3,20,3,-0.06,7,-0.06,7,-1.71,6,-1.71,6
6103,6104,14,1,14,1,-1.81,1,-1.81,1,-3.29,1,-3.29,1
6104,6105,18,3,18,3,-1.16,2,-1.16,2,-2.56,2,-2.56,2
6105,6106,14,1,14,1,-0.14,6,-0.14,6,-2.2,4,-2.2,4
6106,6107,20,4,20,4,-0.05,8,-0.05,8,-1.93,5,-1.93,5
6107,6108,19,3,19,3,-0.46,5,-0.46,5,-2.19,4,-2.19,4
6108,6109,11,1,11,1,-0.92,3,-0.92,3,-1.61,6,-1.61,6
6109,6110,13,1,13,1,-1.13,3,-1.13,3,-2.24,3,-2.24,3
6110,6111,14,1,14,1,-1.92,1,-1.92,1,-3.86,1,-3.86,1
6111,6112,13,1,13,1,-1.54,1,-1.54,1,-3.18,1,-3.18,1
6112,6113,22,5,22,5,-0.2,6,-0.2,6,-2.0,4,-2.0,4
6113,6114,25,7,25,7,-0.65,5,-0.65,5,-2.62,2,-2.62,2
6114,6115,18,3,18,3,-1.5,1,-1.5,1,-3.11,1,-3.11,1
6115,6116,15,1,15,1,-0.25,6,-0.25,6,-2.08,4,-2.08,4
6116,6117,29,8,29,8,0.26,8,0.26,8,-1.55,6,-1.55,6
6117,6118,29,9,29,9,-0.7,5,-0.7,5,-2.75,2,-2.75,2
6119,6120,18,3,18,3,-1.64,1,-1.64,1,-2.87,2,-2.87,2
6120,6121,25,6,25,6,-0.96,3,-0.96,3,-2.88,2,-2.88,2
6121,6122,21,4,21,4,-0.15,6,-0.15,6,-1.84,5,-1.84,5
6122,6123,11,1,11,1,-1.05,3,-1.05,3,-2.03,4,-2.03,4
6123,6124,14,1,14,1,-0.44,5,-0.44,5,-2.37,3,-2.37,3
6124,6125,15,1,15,1,-1.46,1,-1.46,1,-3.08,1,-3.08,1
6125,6126,16,2,16,2,-2.31,1,-2.31,1,-3.7,1,-3.7,1
6126,6127,13,1,13,1,-1.95,1,-1.95,1,-3.59,1,-3.59,1
6127,6128,19,3,19,3,-0.27,7,-0.27,7,-1.77,5,-1.77,5
6128,6129,11,1,11,1,-1.54,1,-1.54,1,-2.82,2,-2.82,2
6129,6130,22,5,22,5,0.05,7,0.05,7,-2.62,2,-2.62,2
6130,6131,14,1,14,1,-1.88,1,-1.88,1,-3.97,1,-3.97,1
6131,6132,19,3,19,3,-0.8,3,-0.8,3,-3.01,1,-3.01,1
6132,6133,18,3,18,3,-1.91,1,-1.91,1,-3.69,1,-3.69,1
6133,6134,18,3,24,6,-0.72,4,-0.65,4,-2.81,2,-2.51,3
6134,6135,18,3,21,4,-0.6,4,-0.59,4,-1.93,5,-1.85,5
6135,6136,15,1,15,1,0.25,8,0.25,8,-1.43,7,-1.43,7
6136,6137,12,1,12,1,-1.67,1,-1.67,1,-3.42,1,-3.42,1
6137,6138,14,1,14,1,-1.83,1,-1.83,1,-3.9,1,-3.9,1
6139,6140,28,8,28,8,0.69,10,0.69,10,-0.64,9,-0.64,9
6140,6141,12,1,12,1,-2.25,1,-2.25,1,-3.78,1,-3.78,1
6141,6142,15,1,15,1,-0.18,6,-0.18,6,-1.76,5,-1.76,5
6142,6143,28,8,30,8,-0.56,4,-0.54,4,-3.27,1,-3.27,1
6143,6144,33,9,33,9,0.61,9,0.61,9,-1.05,8,-1.05,8
6144,6145,28,8,28,8,-0.31,6,-0.31,6,-1.84,5,-1.84,5
6145,6146,23,5,23,5,0.07,7,0.07,7,-1.47,7,-1.47,7
6146,6147,15,1,15,1,-0.15,6,-0.15,6,-1.68,6,-1.68,6
6147,6148,11,1,11,1,-1.48,2,-1.48,2,-2.64,2,-2.64,2
6148,6149,14,1,14,1,-0.48,5,-0.48,5,-1.4,7,-1.4,7
6149,6150,14,1,14,1,-1.24,2,-1.24,2,-2.86,2,-2.86,2
6150,6151,11,1,11,1,-2.35,1,-2.35,1,-3.96,1,-3.96,1
6151,6152,13,1,13,1,-1.09,2,-1.09,2,-2.64,2,-2.64,2
6152,6153,18,3,18,3,-0.39,5,-0.39,5,-2.58,2,-2.58,2
6153,6154,15,1,15,1,-0.85,3,-0.85,3,-2.09,4,-2.09,4
6154,6155,19,3,19,3,0.02,7,0.02,7,-1.15,8,-1.15,8
6155,6156,15,1,15,1,-1.56,1,-1.56,1,-3.06,1,-3.06,1
6156,6157,13,1,13,1,-0.48,6,-0.48,6,-1.52,6,-1.52,6
6157,6158,13,1,13,1,-0.72,4,-0.72,4,-1.45,7,-1.45,7
6158,6159,20,3,20,3,0.7,10,0.7,10,-1.48,7,-1.48,7
6159,6160,19,3,19,3,0.24,8,0.24,8,-2.22,4,-2.22,4
6160,6161,15,1,15,1,-0.65,4,-0.65,4,-2.74,2,-2.74,2
6161,6162,17,2,17,2,-1.2,3,-1.2,3,-2.39,3,-2.39,3
6162,6163,32,9,32,9,-0.16,6,-0.16,6,-1.37,7,-1.37,7
6163,6164,17,2,17,2,-1.82,1,-1.82,1,-3.24,1,-3.24,1
6164,6165,28,8,28,8,-1.02,2,-1.02,2,-2.17,4,-2.17,4
6165,6166,13,1,13,1,-0.45,5,-0.45,5,-1.26,7,-1.26,7
6166,6167,28,8,28,8,-0.5,6,-0.5,6,-2.29,3,-2.29,3
6167,6168,11,1,11,1,-2.88,1,-2.88,1,-4.46,1,-4.46,1
6168,6169,17,2,17,2,0.53,9,0.61,9,-0.52,10,-0.4,10
6169,6170,25,6,25,6,0.45,9,0.45,9,-1.97,5,-1.97,5
6170,6171,19,3,19,3,-2.01,1,-2.01,1,-3.55,1,-3.55,1
6171,6172,25,6,25,6,0.07,7,0.07,7,-1.52,6,-1.52,6
6172,6173,11,1,11,1,-2.94,1,-2.94,1,-4.53,1,-4.53,1
6173,6174,24,6,24,6,0.01,8,0.01,8,-2.6,2,-2.6,2
6174,6175,11,1,11,1,-0.71,4,-0.71,4,-2.14,4,-2.14,4
6175,6176,12,1,12,1,-0.34,7,-0.34,7,-2.17,4,-2.17,4
6176,6177,20,3,20,3,0.42,9,0.42,9,-0.68,9,-0.68,9
6177,6178,13,1,13,1,-0.74,4,-0.74,4,-2.52,3,-2.52,3
6178,6179,20,3,20,3,-0.21,6,-0.21,6,-2.63,2,-2.63,2
6179,6180,15,1,15,1,-0.77,3,-0.77,3,-2.01,4,-2.01,4
6180,6181,27,7,27,7,-0.1,7,-0.1,7,-1.95,5,-1.95,5
6181,6182,15,1,15,1,-0.47,5,-0.47,5,-2.36,3,-2.36,3
6182,6183,14,1,14,1,-0.54,6,-0.54,6,-2.02,4,-2.02,4
6183,6184,13,1,13,1,-0.84,4,-0.84,4,-1.94,5,-1.94,5
6184,6185,19,3,19,3,0.32,9,0.32,9,-1.29,7,-1.29,7
6185,6186,19,3,19,3,-0.79,3,-0.79,3,-2.73,2,-2.73,2
6186,6187,11,1,11,1,-1.69,1,-1.69,1,-3.0,1,-3.0,1
6187,6188,13,1,13,1,-2.76,1,-2.76,1,-4.35,1,-4.35,1
6188,6189,13,1,13,1,-1.64,2,-1.64,2,-3.79,1,-3.79,1
6189,6190,15,1,15,1,0.25,8,0.25,8,-1.33,7,-1.33,7
6190,6191,14,1,14,1,-0.75,5,-0.75,5,-2.19,4,-2.19,4
6191,6192,19,3,19,3,-1.06,2,-1.06,2,-2.56,2,-2.56,2
6192,6193,23,5,23,5,-0.35,5,-0.35,5,-2.68,2,-2.68,2
6193,6194,18,3,18,3,-1.22,2,-1.22,2,-2.86,2,-2.86,2
6194,6195,12,1,12,1,-0.72,5,-0.72,5,-1.81,5,-1.81,5
6195,6196,14,1,14,1,0.1,8,0.1,8,-1.37,7,-1.37,7
6196,6197,12,1,12,1,-0.12,7,-0.12,7,-1.2,8,-1.2,8
6197,6198,27,7,27,7,-0.53,4,-0.53,4,-2.61,2,-2.61,2
6198,6199,28,8,28,8,0.35,9,0.35,9,-1.45,7,-1.45,7
6199,6200,16,2,16,2,-1.19,2,-1.19,2,-2.77,2,-2.77,2
6200,6201,11,1,11,1,-1.98,1,-1.98,1,-3.63,1,-3.63,1
6201,6202,13,1,13,1,-1.95,1,-1.95,1,-3.39,1,-3.39,1
6202,6203,25,6,25,6,-0.78,3,-0.78,3,-2.09,4,-2.09,4
6203,6204,17,2,17,2,-1.16,2,-1.16,2,-2.84,2,-2.84,2
6204,6205,21,4,21,4,-1.54,1,-1.54,1,-2.72,2,-2.72,2
6205,6206,15,1,15,1,-1.48,1,-1.48,1,-3.52,1,-3.52,1
6206,6207,25,6,25,6,0.14,8,0.14,8,-1.21,8,-1.21,8
6207,6208,13,1,13,1,-0.27,6,-0.27,6,-1.56,6,-1.56,6
6208,6209,11,1,11,1,-2.49,1,-2.49,1,-4.06,1,-4.06,1
6209,6210,20,3,20,3,0.69,10,0.69,10,-0.95,9,-0.95,9
6210,6211,29,8,29,8,-0.56,5,-0.56,5,-2.44,3,-2.44,3
6211,6212,13,1,13,1,-2.3,1,-2.3,1,-3.83,1,-3.83,1
6212,6213,13,1,13,1,-1.59,2,-1.59,2,-2.98,1,-2.98,1
6213,6214,13,1,13,1,-2.4,1,-2.4,1,-4.07,1,-4.07,1
6214,6215,16,2,16,2,-1.2,3,-1.2,3,-2.32,3,-2.32,3
6215,6216,11,1,11,1,-0.61,4,-0.61,4,-1.75,5,-1.75,5
6216,6217,17,2,17,2,-2.24,1,-2.24,1,-3.74,1,-3.74,1
6217,6218,25,6,25,6,-0.89,3,-0.89,3,-2.09,4,-2.09,4
6219,6220,13,1,13,1,-1.24,2,-1.24,2,-2.53,3,-2.53,3
6220,6221,16,2,17,2,-1.41,1,-1.23,2,-3.14,1,-3.1,1
6221,6222,13,1,13,1,-0.86,3,-0.86,3,-2.04,4,-2.04,4
6222,6223,12,1,12,1,-2.42,1,-2.42,1,-3.32,1,-3.32,1
6223,6224,13,1,13,1,-0.71,4,-0.71,4,-2.04,4,-2.04,4
6224,6225,11,1,11,1,-0.77,3,-0.77,3,-2.41,3,-2.41,3
6225,6226,16,2,16,2,-1.76,1,-1.76,1,-3.45,1,-3.45,1
6227,6228,16,2,16,2,-2.81,1,-2.81,1,-4.4,1,-4.4,1
6228,6229,19,3,19,3,-0.41,5,-0.41,5,-2.83,2,-2.83,2
6229,6230,11,1,11,1,-2.21,1,-2.21,1,-3.75,1,-3.75,1
6230,6231,28,8,28,8,-0.46,5,-0.46,5,-1.65,6,-1.65,6
6231,6232,13,1,13,1,-1.95,1,-1.95,1,-3.39,1,-3.39,1
6232,6233,20,3,20,3,-1.15,2,-1.15,2,-3.14,1,-3.14,1
6234,6235,18,3,18,3,-1.12,2,-1.12,2,-2.32,3,-2.32,3
6235,6236,11,1,11,1,-1.69,1,-1.69,1,-3.08,1,-3.08,1
6236,6237,17,2,17,2,-2.1,1,-2.1,1,-3.59,1,-3.59,1
6237,6238,18,3,18,3,-1.38,2,-1.38,2,-3.22,1,-3.22,1
6238,6239,14,1,14,1,-1.73,1,-1.73,1,-3.62,1,-3.62,1
6239,6240,15,1,15,1,-1.79,1,-1.79,1,-3.4,1,-3.4,1
6240,6241,20,3,20,3,-1.21,2,-1.21,2,-2.88,2,-2.88,2
6241,6242,14,1,14,1,-2.35,1,-2.35,1,-3.35,1,-3.35,1
6242,6243,14,1,14,1,-1.73,1,-1.73,1,-3.77,1,-3.77,1
6243,6244,13,1,13,1,-0.49,5,-0.49,5,-2.48,3,-2.48,3
6244,6245,25,6,25,6,0.44,9,0.44,9,-1.23,8,-1.23,8
6245,6246,18,3,18,3,-1.65,1,-1.65,1,-3.07,1,-3.07,1
6246,6247,31,9,33,9,-0.13,6,0.01,7,-2.36,3,-2.17,4
6247,6248,11,1,11,1,-1.83,1,-1.83,1,-3.23,1,-3.23,1
6248,6249,25,6,25,6,-1.0,3,-1.0,3,-2.42,3,-2.42,3
6249,6250,25,6,25,6,0.6,9,0.6,9,-1.08,8,-1.08,8
6250,6251,19,3,19,3,-0.58,4,-0.58,4,-2.81,2,-2.81,2
6251,6252,25,7,25,7,-0.3,7,-0.3,7,-1.78,5,-1.78,5
6252,6253,12,1,12,1,-1.37,2,-1.37,2,-3.21,1,-3.21,1
6253,6254,13,1,13,1,-0.93,4,-0.93,4,-1.9,5,-1.9,5
6254,6255,28,8,28,8,-0.76,3,-0.76,3,-1.96,5,-1.96,5
6255,6256,21,4,21,4,-0.11,7,-0.11,7,-2.2,4,-2.2,4
6256,6257,21,4,21,4,-0.51,5,-0.51,5,-1.96,5,-1.96,5
6257,6258,11,1,11,1,-1.79,1,-1.79,1,-3.17,1,-3.17,1
6258,6259,15,1,18,3,-2.08,1,-1.75,1,-3.74,1,-3.64,1
6259,6260,25,6,25,6,0.18,8,0.18,8,-1.61,6,-1.61,6
6260,6261,19,3,19,3,-0.19,6,-0.19,6,-2.39,3,-2.39,3
6261,6262,14,1,14,1,-2.14,1,-2.14,1,-3.62,1,-3.62,1
6262,6263,27,7,27,7,0.12,8,0.12,8,-2.93,2,-2.93,2
6263,6264,19,3,19,3,0.87,10,0.87,10,-1.49,7,-1.49,7
6264,6265,40,10,40,10,0.46,9,0.46,9,0.04,10,0.04,10
6265,6266,22,5,22,5,-0.8,3,-0.8,3,-3.23,1,-3.23,1
