Fiscal Year,Region,Age Group,Race Ethnicity,Gender,Alleged Victims in Initial Investigation,Alleged Victims in Repeat Investigation,Recidivism
2015,1-Lubbock,65 and Older,Native American,Male,2,0,0
2015,1-Lubbock,65 and Older,Other,Female,100,15,0.15
2015,1-Lubbock,65 and Older,Other,Male,67,5,0.0746
2015,1-Lubbock,65 and Older,Other,Unknown,2,0,0
2015,1-Lubbock,Under 18,Anglo,Female,1,0,0
2015,1-Lubbock,Under 18,Hispanic,Female,1,0,0
2015,1-Lubbock,Under 18,Other,Female,1,0,0
2015,1-Lubbock,Unknown,Anglo,Female,2,0,0
2015,1-Lubbock,Unknown,Other,Female,1,1,1
2015,2-Abilene,18-64 with Disability,African American,Female,152,37,0.2434
2015,2-Abilene,18-64 with Disability,African American,Male,138,39,0.2826
2015,2-Abilene,18-64 with Disability,Anglo,Female,854,158,0.185
2015,2-Abilene,18-64 with Disability,Anglo,Male,595,101,0.1697
2015,2-Abilene,18-64 with Disability,Anglo,Unknown,2,1,0.5
2015,2-Abilene,18-64 with Disability,Asian,Unknown,1,0,0
2015,2-Abilene,18-64 with Disability,Hispanic,Female,121,21,0.1736
2015,2-Abilene,18-64 with Disability,Hispanic,Male,116,19,0.1638
2015,2-Abilene,18-64 with Disability,Hispanic,Unknown,1,0,0
2015,2-Abilene,18-64 with Disability,Native American,Female,6,2,0.3333
2015,2-Abilene,18-64 with Disability,Native American,Male,5,0,0
2015,2-Abilene,18-64 with Disability,Other,Female,57,8,0.1404
2015,2-Abilene,18-64 with Disability,Other,Male,43,4,0.093
2015,2-Abilene,18-64 with Disability,Other,Unknown,1,0,0
2015,2-Abilene,65 and Older,African American,Female,134,33,0.2463
2015,2-Abilene,65 and Older,African American,Male,78,19,0.2436
2015,2-Abilene,65 and Older,African American,Unknown,1,1,1
2015,2-Abilene,65 and Older,Anglo,Female,1116,245,0.2195
2015,2-Abilene,65 and Older,Anglo,Male,643,151,0.2348
2015,2-Abilene,65 and Older,Anglo,Unknown,3,0,0
2015,2-Abilene,65 and Older,Asian,Female,6,0,0
2015,2-Abilene,65 and Older,Asian,Male,1,0,0
2015,2-Abilene,65 and Older,Hispanic,Female,176,33,0.1875
2015,2-Abilene,65 and Older,Hispanic,Male,118,12,0.1017
2015,2-Abilene,65 and Older,Hispanic,Unknown,1,0,0
2015,2-Abilene,65 and Older,Native American,Female,6,0,0
2015,2-Abilene,65 and Older,Native American,Male,2,0,0
2015,2-Abilene,65 and Older,Other,Female,85,11,0.1294
2015,2-Abilene,65 and Older,Other,Male,64,7,0.1094
2015,2-Abilene,65 and Older,Other,Unknown,1,0,0
2015,2-Abilene,Under 18,Anglo,Male,1,0,0
2015,2-Abilene,Unknown,African American,Male,1,1,1
2015,2-Abilene,Unknown,Anglo,Female,1,0,0
2015,3-Arlington,18-64 with Disability,African American,Female,1205,193,0.1602
2015,3-Arlington,18-64 with Disability,African American,Male,884,111,0.1256
2015,3-Arlington,18-64 with Disability,African American,Unknown,7,1,0.1429
2015,3-Arlington,18-64 with Disability,Anglo,Female,2229,385,0.1727
2015,3-Arlington,18-64 with Disability,Anglo,Male,1641,240,0.1463
2015,3-Arlington,18-64 with Disability,Anglo,Unknown,11,0,0
2015,3-Arlington,18-64 with Disability,Asian,Female,33,5,0.1515
2015,3-Arlington,18-64 with Disability,Asian,Male,32,8,0.25
2015,3-Arlington,18-64 with Disability,Hispanic,Female,342,54,0.1579
2015,3-Arlington,18-64 with Disability,Hispanic,Male,294,35,0.119
2015,3-Arlington,18-64 with Disability,Hispanic,Unknown,1,0,0
2015,3-Arlington,18-64 with Disability,Native American,Female,12,3,0.25
2015,3-Arlington,18-64 with Disability,Native American,Male,9,0,0
2015,3-Arlington,18-64 with Disability,Other,Female,290,40,0.1379
2015,3-Arlington,18-64 with Disability,Other,Male,273,28,0.1026
2015,3-Arlington,18-64 with Disability,Other,Unknown,9,1,0.1111
2015,3-Arlington,65 and Older,African American,Female,1311,227,0.1732
2015,3-Arlington,65 and Older,African American,Male,659,117,0.1775
2015,3-Arlington,65 and Older,African American,Unknown,8,1,0.125
2015,3-Arlington,65 and Older,Anglo,Female,4018,718,0.1787
2015,3-Arlington,65 and Older,Anglo,Male,2301,386,0.1678
2015,3-Arlington,65 and Older,Anglo,Unknown,12,0,0
2015,3-Arlington,65 and Older,Asian,Female,82,7,0.0854
2015,3-Arlington,65 and Older,Asian,Male,44,6,0.1364
2015,3-Arlington,65 and Older,Asian,Unknown,1,0,0
2015,3-Arlington,65 and Older,Hispanic,Female,504,71,0.1409
2015,3-Arlington,65 and Older,Hispanic,Male,312,38,0.1218
2015,3-Arlington,65 and Older,Hispanic,Unknown,1,0,0
2015,3-Arlington,65 and Older,Native American,Female,20,4,0.2
2015,3-Arlington,65 and Older,Native American,Male,10,4,0.4
2015,3-Arlington,65 and Older,Other,Female,707,53,0.075
2015,3-Arlington,65 and Older,Other,Male,382,30,0.0785
2015,3-Arlington,65 and Older,Other,Unknown,14,0,0
2015,3-Arlington,Under 18,African American,Female,1,0,0
2015,3-Arlington,Under 18,African American,Male,2,0,0
2015,3-Arlington,Under 18,Anglo,Male,2,0,0
2015,3-Arlington,Under 18,Asian,Male,1,0,0
2015,3-Arlington,Under 18,Hispanic,Male,2,0,0
2015,3-Arlington,Unknown,Anglo,Female,2,0,0
2015,4-Tyler,18-64 with Disability,African American,Female,292,34,0.1164
2015,4-Tyler,18-64 with Disability,African American,Male,218,26,0.1193
2015,4-Tyler,18-64 with Disability,Anglo,Female,728,87,0.1195
2015,4-Tyler,18-64 with Disability,Anglo,Male,563,78,0.1385
2015,4-Tyler,18-64 with Disability,Anglo,Unknown,1,0,0
2015,4-Tyler,18-64 with Disability,Asian,Male,1,0,0
2015,4-Tyler,18-64 with Disability,Hispanic,Female,33,2,0.0606
2015,4-Tyler,18-64 with Disability,Hispanic,Male,36,5,0.1389
2015,4-Tyler,18-64 with Disability,Native American,Female,4,0,0
2015,4-Tyler,18-64 with Disability,Native American,Male,1,0,0
2015,4-Tyler,18-64 with Disability,Other,Female,73,6,0.0822
2015,4-Tyler,18-64 with Disability,Other,Male,56,1,0.0179
2015,4-Tyler,65 and Older,African American,Female,374,69,0.1845
2015,4-Tyler,65 and Older,African American,Male,188,31,0.1649
2015,4-Tyler,65 and Older,African American,Unknown,1,0,0
2015,4-Tyler,65 and Older,Anglo,Female,1246,208,0.1669
2015,4-Tyler,65 and Older,Anglo,Male,753,124,0.1647
2015,4-Tyler,65 and Older,Anglo,Unknown,5,1,0.2
2015,4-Tyler,65 and Older,Asian,Female,1,0,0
2015,4-Tyler,65 and Older,Hispanic,Female,38,4,0.1053
2015,4-Tyler,65 and Older,Hispanic,Male,31,3,0.0968
2015,4-Tyler,65 and Older,Native American,Female,6,0,0
2015,4-Tyler,65 and Older,Native American,Male,2,2,1
2015,4-Tyler,65 and Older,Native American,Unknown,1,0,0
2015,4-Tyler,65 and Older,Other,Female,163,13,0.0798
2015,4-Tyler,65 and Older,Other,Male,100,7,0.07
2015,4-Tyler,65 and Older,Other,Unknown,1,1,1
2015,5-Beaumont,18-64 with Disability,African American,Female,354,59,0.1667
2015,5-Beaumont,18-64 with Disability,African American,Male,241,39,0.1618
2015,5-Beaumont,18-64 with Disability,African American,Unknown,1,1,1
2015,5-Beaumont,18-64 with Disability,Anglo,Female,533,80,0.1501
2015,5-Beaumont,18-64 with Disability,Anglo,Male,403,58,0.1439
2015,5-Beaumont,18-64 with Disability,Anglo,Unknown,2,0,0
2015,5-Beaumont,18-64 with Disability,Asian,Female,2,0,0
2015,5-Beaumont,18-64 with Disability,Asian,Male,1,0,0
2015,5-Beaumont,18-64 with Disability,Asian,Unknown,1,0,0
2015,5-Beaumont,18-64 with Disability,Hispanic,Female,24,3,0.125
2015,5-Beaumont,18-64 with Disability,Hispanic,Male,29,5,0.1724
2015,5-Beaumont,18-64 with Disability,Native American,Female,4,0,0
2015,5-Beaumont,18-64 with Disability,Native American,Male,5,0,0
2015,5-Beaumont,18-64 with Disability,Other,Female,61,10,0.1639
2015,5-Beaumont,18-64 with Disability,Other,Male,51,5,0.098
2015,5-Beaumont,65 and Older,African American,Female,391,77,0.1969
2015,5-Beaumont,65 and Older,African American,Male,220,41,0.1864
2015,5-Beaumont,65 and Older,African American,Unknown,1,0,0
2015,5-Beaumont,65 and Older,Anglo,Female,862,179,0.2077
2015,5-Beaumont,65 and Older,Anglo,Male,526,103,0.1958
2015,5-Beaumont,65 and Older,Asian,Female,2,0,0
2015,5-Beaumont,65 and Older,Hispanic,Female,33,9,0.2727
2015,5-Beaumont,65 and Older,Hispanic,Male,20,3,0.15
2015,5-Beaumont,65 and Older,Native American,Female,6,1,0.1667
2015,5-Beaumont,65 and Older,Other,Female,121,10,0.0826
2015,5-Beaumont,65 and Older,Other,Male,78,12,0.1538
2015,5-Beaumont,65 and Older,Other,Unknown,1,0,0
2015,5-Beaumont,Under 18,Anglo,Female,1,0,0
2015,5-Beaumont,Unknown,African American,Male,1,1,1
2015,6-Houston,18-64 with Disability,African American,Female,1476,253,0.1714
2015,6-Houston,18-64 with Disability,African American,Male,1069,158,0.1478
2015,6-Houston,18-64 with Disability,African American,Unknown,5,1,0.2
2015,6-Houston,18-64 with Disability,Anglo,Female,1469,237,0.1613
2015,6-Houston,18-64 with Disability,Anglo,Male,1110,165,0.1486
2015,6-Houston,18-64 with Disability,Anglo,Unknown,3,0,0
2015,6-Houston,18-64 with Disability,Asian,Female,34,3,0.0882
2015,6-Houston,18-64 with Disability,Asian,Male,39,8,0.2051
2015,6-Houston,18-64 with Disability,Hispanic,Female,488,52,0.1066
2015,6-Houston,18-64 with Disability,Hispanic,Male,441,55,0.1247
2015,6-Houston,18-64 with Disability,Hispanic,Unknown,2,0,0
2015,6-Houston,18-64 with Disability,Native American,Female,10,4,0.4
2015,6-Houston,18-64 with Disability,Native American,Male,4,1,0.25
2015,6-Houston,18-64 with Disability,Other,Female,301,19,0.0631
2015,6-Houston,18-64 with Disability,Other,Male,234,14,0.0598
2015,6-Houston,18-64 with Disability,Other,Unknown,9,0,0
2015,6-Houston,65 and Older,African American,Female,1942,340,0.1751
2015,6-Houston,65 and Older,African American,Male,976,158,0.1619
2015,6-Houston,65 and Older,African American,Unknown,6,2,0.3333
2015,6-Houston,65 and Older,Anglo,Female,2641,486,0.184
2015,6-Houston,65 and Older,Anglo,Male,1617,293,0.1812
2015,6-Houston,65 and Older,Anglo,Unknown,14,2,0.1429
2015,6-Houston,65 and Older,Asian,Female,94,11,0.117
2015,6-Houston,65 and Older,Asian,Male,65,4,0.0615
2015,6-Houston,65 and Older,Hispanic,Female,786,113,0.1438
2015,6-Houston,65 and Older,Hispanic,Male,459,53,0.1155
2015,6-Houston,65 and Older,Hispanic,Unknown,2,0,0
2015,6-Houston,65 and Older,Native American,Female,13,0,0
2015,6-Houston,65 and Older,Native American,Male,4,0,0
2015,6-Houston,65 and Older,Other,Female,642,54,0.0841
2015,6-Houston,65 and Older,Other,Male,417,47,0.1127
2015,6-Houston,65 and Older,Other,Unknown,27,0,0
2015,6-Houston,Under 18,African American,Female,1,0,0
2015,6-Houston,Under 18,Anglo,Female,1,0,0
2015,6-Houston,Under 18,Hispanic,Female,1,0,0
2015,6-Houston,Under 18,Hispanic,Male,1,0,0
2015,6-Houston,Unknown,African American,Female,1,0,0
2015,6-Houston,Unknown,Anglo,Female,3,0,0
2015,6-Houston,Unknown,Other,Male,1,0,0
2015,6-Houston,Unknown,Other,Unknown,1,0,0
2015,7-Austin,18-64 with Disability,African American,Female,542,81,0.1494
2015,7-Austin,18-64 with Disability,African American,Male,369,39,0.1057
2015,7-Austin,18-64 with Disability,African American,Unknown,4,0,0
2015,7-Austin,18-64 with Disability,Anglo,Female,1210,192,0.1587
2015,7-Austin,18-64 with Disability,Anglo,Male,906,137,0.1512
2015,7-Austin,18-64 with Disability,Anglo,Unknown,3,1,0.3333
2015,7-Austin,18-64 with Disability,Asian,Female,24,8,0.3333
2015,7-Austin,18-64 with Disability,Asian,Male,19,2,0.1053
2015,7-Austin,18-64 with Disability,Hispanic,Female,318,42,0.1321
2015,7-Austin,18-64 with Disability,Hispanic,Male,307,40,0.1303
2015,7-Austin,18-64 with Disability,Hispanic,Unknown,1,0,0
2015,7-Austin,18-64 with Disability,Native American,Female,10,3,0.3
2015,7-Austin,18-64 with Disability,Native American,Male,3,1,0.3333
2015,7-Austin,18-64 with Disability,Other,Female,158,18,0.1139
2015,7-Austin,18-64 with Disability,Other,Male,154,13,0.0844
2015,7-Austin,18-64 with Disability,Other,Unknown,5,0,0
2015,7-Austin,65 and Older,African American,Female,509,100,0.1965
2015,7-Austin,65 and Older,African American,Male,322,69,0.2143
2015,7-Austin,65 and Older,African American,Unknown,3,0,0
2015,7-Austin,65 and Older,Anglo,Female,1973,384,0.1946
2015,7-Austin,65 and Older,Anglo,Male,1321,241,0.1824
2015,7-Austin,65 and Older,Anglo,Unknown,9,1,0.1111
2015,7-Austin,65 and Older,Asian,Female,43,9,0.2093
2015,7-Austin,65 and Older,Asian,Male,7,1,0.1429
2015,7-Austin,65 and Older,Hispanic,Female,438,83,0.1895
2015,7-Austin,65 and Older,Hispanic,Male,277,49,0.1769
2015,7-Austin,65 and Older,Hispanic,Unknown,1,0,0
2015,7-Austin,65 and Older,Native American,Female,4,0,0
2015,7-Austin,65 and Older,Native American,Male,5,1,0.2
2015,7-Austin,65 and Older,Other,Female,262,22,0.084
2015,7-Austin,65 and Older,Other,Male,215,23,0.107
2015,7-Austin,65 and Older,Other,Unknown,16,1,0.0625
2015,7-Austin,Under 18,Other,Female,1,0,0
2015,7-Austin,Unknown,Hispanic,Female,1,0,0
2015,8-San Antonio,18-64 with Disability,African American,Female,265,44,0.166
2015,8-San Antonio,18-64 with Disability,African American,Male,192,25,0.1302
2015,8-San Antonio,18-64 with Disability,African American,Unknown,1,0,0
2015,8-San Antonio,18-64 with Disability,Anglo,Female,777,117,0.1506
2015,8-San Antonio,18-64 with Disability,Anglo,Male,594,84,0.1414
2015,8-San Antonio,18-64 with Disability,Anglo,Unknown,3,0,0
2015,8-San Antonio,18-64 with Disability,Asian,Female,9,2,0.2222
2015,8-San Antonio,18-64 with Disability,Asian,Male,8,1,0.125
2015,8-San Antonio,18-64 with Disability,Hispanic,Female,910,125,0.1374
2015,8-San Antonio,18-64 with Disability,Hispanic,Male,880,119,0.1352
2015,8-San Antonio,18-64 with Disability,Hispanic,Unknown,2,0,0
2015,8-San Antonio,18-64 with Disability,Native American,Female,10,3,0.3
2015,8-San Antonio,18-64 with Disability,Native American,Male,3,1,0.3333
2015,8-San Antonio,18-64 with Disability,Other,Female,150,16,0.1067
2015,8-San Antonio,18-64 with Disability,Other,Male,122,10,0.082
2015,8-San Antonio,18-64 with Disability,Other,Unknown,5,0,0
2015,8-San Antonio,65 and Older,African American,Female,301,47,0.1561
2015,8-San Antonio,65 and Older,African American,Male,153,29,0.1895
2015,8-San Antonio,65 and Older,African American,Unknown,1,0,0
2015,8-San Antonio,65 and Older,Anglo,Female,1542,273,0.177
2015,8-San Antonio,65 and Older,Anglo,Male,954,183,0.1918
2015,8-San Antonio,65 and Older,Anglo,Unknown,3,0,0
2015,8-San Antonio,65 and Older,Asian,Female,32,6,0.1875
2015,8-San Antonio,65 and Older,Asian,Male,11,0,0
2015,8-San Antonio,65 and Older,Asian,Unknown,1,0,0
2015,8-San Antonio,65 and Older,Hispanic,Female,1744,297,0.1703
2015,8-San Antonio,65 and Older,Hispanic,Male,1005,166,0.1652
2015,8-San Antonio,65 and Older,Hispanic,Unknown,5,1,0.2
2015,8-San Antonio,65 and Older,Native American,Female,7,0,0
2015,8-San Antonio,65 and Older,Native American,Male,3,0,0
2015,8-San Antonio,65 and Older,Other,Female,326,41,0.1258
2015,8-San Antonio,65 and Older,Other,Male,202,18,0.0891
2015,8-San Antonio,65 and Older,Other,Unknown,7,0,0
2015,8-San Antonio,Under 18,African American,Male,1,0,0
2015,8-San Antonio,Under 18,Anglo,Male,1,0,0
2015,8-San Antonio,Under 18,Asian,Unknown,1,0,0
2015,8-San Antonio,Unknown,Other,Female,1,0,0
2015,8-San Antonio,Unknown,Other,Male,3,0,0
2015,9-Midland,18-64 with Disability,African American,Female,66,9,0.1364
2015,9-Midland,18-64 with Disability,African American,Male,53,6,0.1132
2015,9-Midland,18-64 with Disability,Anglo,Female,320,59,0.1844
2015,9-Midland,18-64 with Disability,Anglo,Male,278,51,0.1835
2015,9-Midland,18-64 with Disability,Asian,Female,1,0,0
2015,9-Midland,18-64 with Disability,Hispanic,Female,179,42,0.2346
2015,9-Midland,18-64 with Disability,Hispanic,Male,198,28,0.1414
2015,9-Midland,18-64 with Disability,Native American,Female,3,0,0
2015,9-Midland,18-64 with Disability,Native American,Male,3,1,0.3333
2015,9-Midland,18-64 with Disability,Other,Female,36,3,0.0833
2015,9-Midland,18-64 with Disability,Other,Male,38,2,0.0526
2015,9-Midland,18-64 with Disability,Other,Unknown,1,0,0
2015,9-Midland,65 and Older,African American,Female,93,18,0.1935
2015,9-Midland,65 and Older,African American,Male,37,11,0.2973
2015,9-Midland,65 and Older,Anglo,Female,508,100,0.1969
2015,9-Midland,65 and Older,Anglo,Male,325,66,0.2031
2015,9-Midland,65 and Older,Asian,Female,2,0,0
2015,9-Midland,65 and Older,Hispanic,Female,248,55,0.2218
2015,9-Midland,65 and Older,Hispanic,Male,196,20,0.102
2015,9-Midland,65 and Older,Hispanic,Unknown,1,0,0
2015,9-Midland,65 and Older,Native American,Female,3,0,0
2015,9-Midland,65 and Older,Native American,Male,1,0,0
2015,9-Midland,65 and Older,Other,Female,62,6,0.0968
2015,9-Midland,65 and Older,Other,Male,43,5,0.1163
2015,9-Midland,Unknown,Other,Male,1,0,0
2015,10-El Paso,18-64 with Disability,African American,Female,26,4,0.1538
2015,10-El Paso,18-64 with Disability,African American,Male,15,2,0.1333
2015,10-El Paso,18-64 with Disability,Anglo,Female,99,15,0.1515
2015,10-El Paso,18-64 with Disability,Anglo,Male,99,21,0.2121
2015,10-El Paso,18-64 with Disability,Asian,Female,4,1,0.25
2015,10-El Paso,18-64 with Disability,Hispanic,Female,362,56,0.1547
2015,10-El Paso,18-64 with Disability,Hispanic,Male,311,44,0.1415
2015,10-El Paso,18-64 with Disability,Hispanic,Unknown,4,0,0
2015,10-El Paso,18-64 with Disability,Native American,Female,1,0,0
2015,10-El Paso,18-64 with Disability,Other,Female,34,2,0.0588
2015,10-El Paso,18-64 with Disability,Other,Male,29,2,0.069
2015,10-El Paso,65 and Older,African American,Female,33,4,0.1212
2015,10-El Paso,65 and Older,African American,Male,24,3,0.125
2015,10-El Paso,65 and Older,Anglo,Female,203,35,0.1724
2015,10-El Paso,65 and Older,Anglo,Male,160,33,0.2063
2015,10-El Paso,65 and Older,Anglo,Unknown,2,0,0
2015,10-El Paso,65 and Older,Asian,Female,18,4,0.2222
2015,10-El Paso,65 and Older,Asian,Male,2,1,0.5
2015,10-El Paso,65 and Older,Hispanic,Female,851,142,0.1669
2015,10-El Paso,65 and Older,Hispanic,Male,523,89,0.1702
2015,10-El Paso,65 and Older,Hispanic,Unknown,4,0,0
2015,10-El Paso,65 and Older,Native American,Female,1,0,0
2015,10-El Paso,65 and Older,Other,Female,86,11,0.1279
2015,10-El Paso,65 and Older,Other,Male,54,7,0.1296
2015,10-El Paso,65 and Older,Other,Unknown,2,0,0
2015,11-Edinburg,18-64 with Disability,African American,Female,48,10,0.2083
2015,11-Edinburg,18-64 with Disability,African American,Male,33,4,0.1212
2015,11-Edinburg,18-64 with Disability,Anglo,Female,341,59,0.173
2015,11-Edinburg,18-64 with Disability,Anglo,Male,251,38,0.1514
2015,11-Edinburg,18-64 with Disability,Anglo,Unknown,1,0,0
2015,11-Edinburg,18-64 with Disability,Asian,Female,6,0,0
2015,11-Edinburg,18-64 with Disability,Asian,Male,2,0,0
2015,11-Edinburg,18-64 with Disability,Hispanic,Female,1089,179,0.1644
2015,11-Edinburg,18-64 with Disability,Hispanic,Male,1123,170,0.1514
2015,11-Edinburg,18-64 with Disability,Hispanic,Unknown,4,0,0
2015,11-Edinburg,18-64 with Disability,Native American,Female,2,0,0
2015,11-Edinburg,18-64 with Disability,Native American,Male,3,0,0
2015,11-Edinburg,18-64 with Disability,Other,Female,70,8,0.1143
2015,11-Edinburg,18-64 with Disability,Other,Male,85,11,0.1294
2015,11-Edinburg,65 and Older,African American,Female,42,10,0.2381
2015,11-Edinburg,65 and Older,African American,Male,19,3,0.1579
2015,11-Edinburg,65 and Older,Anglo,Female,584,121,0.2072
2015,11-Edinburg,65 and Older,Anglo,Male,503,87,0.173
2015,11-Edinburg,65 and Older,Anglo,Unknown,4,0,0
2015,11-Edinburg,65 and Older,Asian,Female,7,0,0
2015,11-Edinburg,65 and Older,Asian,Male,6,1,0.1667
2015,11-Edinburg,65 and Older,Hispanic,Female,2020,355,0.1757
2015,11-Edinburg,65 and Older,Hispanic,Male,1317,200,0.1519
2015,11-Edinburg,65 and Older,Hispanic,Unknown,7,0,0
2015,11-Edinburg,65 and Older,Native American,Female,2,0,0
2015,11-Edinburg,65 and Older,Native American,Male,2,0,0
2015,11-Edinburg,65 and Older,Other,Female,163,11,0.0675
2015,11-Edinburg,65 and Older,Other,Male,145,7,0.0483
2015,11-Edinburg,65 and Older,Other,Unknown,1,0,0
2015,11-Edinburg,Unknown,Hispanic,Female,1,0,0
2015,Out of State,18-64 with Disability,African American,Male,2,0,0
2015,Out of State,18-64 with Disability,Anglo,Female,5,2,0.4
2015,Out of State,18-64 with Disability,Anglo,Male,2,0,0
2015,Out of State,18-64 with Disability,Hispanic,Female,3,0,0
2015,Out of State,18-64 with Disability,Hispanic,Male,1,0,0
2015,Out of State,65 and Older,African American,Female,2,1,0.5
2015,Out of State,65 and Older,African American,Male,2,2,1
2015,Out of State,65 and Older,Anglo,Female,9,2,0.2222
2015,Out of State,65 and Older,Anglo,Male,10,2,0.2
2015,Out of State,65 and Older,Asian,Female,1,0,0
